Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
SP10 3UJ,Yes,51.204851,-1.501081,434952,145189,SU349451,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",49,22,"Andover","Andover","Test Valley 005C","Urban city and town",South East,78,,E01023186
SP10 3UL,Yes,51.204726,-1.499365,435072,145176,SU350451,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",48,16,"Andover","Andover","Test Valley 005C","Urban city and town",South East,79,,E01023186
SP10 3UN,Yes,51.203938,-1.497856,435178,145089,SU351450,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",51,17,"Andover","Andover","Test Valley 005C","Urban city and town",South East,76,,E01023186
SP10 3UP,Yes,51.205045,-1.500363,435002,145211,SU350452,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",61,21,"Andover","Andover","Test Valley 005C","Urban city and town",South East,80,,E01023186
SP10 3UQ,Yes,51.204068,-1.500918,434964,145102,SU349451,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",69,23,"Andover","Andover","Test Valley 005C","Urban city and town",South East,78,,E01023186
SP10 3UR,Yes,51.215622,-1.518002,433762,146379,SU337463,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",,,"Andover","Andover","Test Valley 005B","Urban city and town",South East,90,,E01023180
SP10 3UT,Yes,51.215442,-1.482068,436272,146376,SU362463,"Hampshire","Test Valley","St Mary's", E07000093,E05004648,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",45,20,"Andover","Andover","Test Valley 004E","Urban city and town",South East,66,,E01023204
SP10 3UU,Yes,51.215239,-1.481082,436341,146354,SU363463,"Hampshire","Test Valley","St Mary's", E07000093,E05004648,England,E10000014,"North West Hampshire",1990-02-01,,"Andover","",38,32,"Andover","Andover","Test Valley 004E","Urban city and town",South East,63,,E01023204
SP10 3UW,Yes,51.21825,-1.507852,434469,146676,SU344466,"Hampshire","Test Valley","Charlton", E07000093,E05004636,England,E10000014,"North West Hampshire",1990-02-01,,"Charlton","",,,"Andover","Andover","Test Valley 001B","Urban city and town",South East,76,,E01023169
SP10 3UX,Yes,51.212431,-1.518279,433745,146024,SU337460,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",1991-09-01,,"Andover","",,,"Andover","Andover","Test Valley 005B","Urban city and town",South East,87,,E01023180
SP10 3UY,Yes,51.211016,-1.485754,436018,145882,SU360458,"Hampshire","Test Valley","St Mary's", E07000093,E05004648,England,E10000014,"North West Hampshire",1992-08-01,,"Andover","",51,23,"Andover","Andover","Test Valley 004E","Urban city and town",South East,60,,E01023204
SP10 3UZ,Yes,51.215439,-1.495984,435300,146369,SU353463,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",1992-01-01,,"Andover","",13,4,"Andover","Andover","Test Valley 004B","Urban city and town",South East,72,,E01023183
SP10 3WA,Yes,51.206088,-1.500338,435003,145327,SU350453,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",1999-12-01,,"Andover","",51,16,"Andover","Andover","Test Valley 005C","Urban city and town",South East,81,,E01023186
SP10 3WE,Yes,51.206087,-1.508483,434434,145323,SU344453,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2002-05-01,,"Abbotts Ann","",115,39,"Andover","Andover","Test Valley 005F","Urban city and town",South East,75,,E01032870
SP10 3WF,Yes,51.205685,-1.507013,434537,145279,SU345452,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2002-07-01,,"Abbotts Ann","",118,42,"Andover","Andover","Test Valley 005F","Urban city and town",South East,73,,E01032870
SP10 3WH,Yes,51.206331,-1.481741,436302,145363,SU363453,"Hampshire","Test Valley","St Mary's", E07000093,E05004648,England,E10000014,"North West Hampshire",2001-12-01,,"Andover","",,,"Andover","Andover","Test Valley 004E","Urban city and town",South East,59,,E01023204
SP10 3WT,Yes,51.207699,-1.500521,434989,145506,SU349455,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",2005-03-01,,"Andover","",13,8,"Andover","Andover","Test Valley 006A","Urban city and town",South East,81,,E01023187
SP10 3WU,Yes,51.206331,-1.481741,436302,145363,SU363453,"Hampshire","Test Valley","St Mary's", E07000093,E05004648,England,E10000014,"North West Hampshire",2004-10-01,,"Andover","",,,"Andover","Andover","Test Valley 004E","Urban city and town",South East,59,,E01023204
SP10 3XB,Yes,51.214213,-1.495153,435359,146233,SU353462,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",1994-05-01,,"Andover","",6,2,"Andover","Andover","Test Valley 004B","Urban city and town",South East,69,,E01023183
SP10 3XD,Yes,51.205431,-1.510637,434284,145249,SU342452,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2002-08-01,,"Abbotts Ann","",157,46,"Andover","Andover","Test Valley 005F","Urban city and town",South East,78,,E01032870
SP10 3XE,Yes,51.204738,-1.510558,434290,145172,SU342451,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2003-06-01,,"Abbotts Ann","",78,28,"Andover","Andover","Test Valley 005F","Rural hamlet and isolated dwellings",South East,78,,E01032870
SP10 3XJ,Yes,51.212886,-1.504516,434706,146081,SU347460,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",1994-12-01,,"Andover","",80,31,"Andover","Andover","Test Valley 005B","Urban city and town",South East,79,,E01023180
SP10 3XL,Yes,51.206206,-1.508897,434405,145336,SU344453,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2003-05-01,,"Abbotts Ann","",16,6,"Andover","Andover","Test Valley 005F","Urban city and town",South East,77,,E01032870
SP10 3XQ,Yes,51.214728,-1.512843,434123,146282,SU341462,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",1993-08-01,,"Andover","",,,"Andover","Andover","Test Valley 005B","Urban city and town",South East,85,,E01023180
SP10 3XR,Yes,51.205432,-1.508833,434410,145250,SU344452,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2003-04-01,,"Abbotts Ann","",33,11,"Andover","Andover","Test Valley 005F","Urban city and town",South East,75,,E01032870
SP10 3XS,Yes,51.204196,-1.50584,434620,145114,SU346451,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2002-06-01,,"Abbotts Ann","",23,11,"Andover","Andover","Test Valley 005F","Urban city and town",South East,71,,E01032870
SP10 3XT,Yes,51.202506,-1.505816,434623,144926,SU346449,"Hampshire","Test Valley","Anna", E07000093,E05004632,England,E10000014,"North West Hampshire",2001-12-01,,"Abbotts Ann","",91,34,"Andover","Andover","Test Valley 005F","Urban city and town",South East,68,,E01032870
