Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
WN6 7EU,Yes,53.554881,-2.650122,357028,406669,SD570066,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",2000-12-01,,"","",39,12,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,40,,E01006258
WN6 7EW,Yes,53.551865,-2.651132,356958,406334,SD569063,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1990-02-01,,"","",14,6,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,31,,E01006258
WN6 7EX,Yes,53.554991,-2.651421,356942,406682,SD569066,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",2001-12-01,,"","",60,23,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,40,,E01006258
WN6 7EY,Yes,53.555399,-2.650688,356991,406727,SD569067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",2001-12-01,,"","",31,10,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,41,,E01006258
WN6 7EZ,Yes,53.555129,-2.650895,356977,406697,SD569066,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",2001-12-01,,"","",26,8,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,40,,E01006258
WN6 7HA,Yes,53.553033,-2.641173,357619,406458,SD576064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",104,37,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,39,,E01006371
WN6 7HB,Yes,53.555385,-2.641736,357584,406720,SD575067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",74,34,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,44,,E01006371
WN6 7HD,Yes,53.555775,-2.641093,357627,406763,SD576067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",64,21,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,45,,E01006371
WN6 7HE,Yes,53.556437,-2.641647,357591,406837,SD575068,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",19,8,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,46,,E01006371
WN6 7HF,Yes,53.557206,-2.642323,357547,406923,SD575069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",26,15,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,49,,E01006255
