Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
PH2 7LX,Yes,56.379837,-3.302895,319639,721600,NO196216,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",52,23,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,16,,S01011957
PH2 7LZ,Yes,56.374933,-3.306128,319429,721058,NO194210,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",0,0,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,15,,S01011957
PH2 7NA,Yes,56.373035,-3.30459,319520,720845,NO195208,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",40,16,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,16,,S01011956
PH2 7NB,Yes,56.373403,-3.303841,319567,720885,NO195208,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",8,3,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,17,,S01011956
PH2 7ND,Yes,56.373025,-3.303877,319564,720843,NO195208,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",30,15,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,17,,S01011956
PH2 7NE,Yes,56.366128,-3.301861,319674,720073,NO196200,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",27,11,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,8,,S01011956
PH2 7NF,Yes,56.375535,-3.304432,319535,721123,NO195211,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",90,45,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,16,,S01011957
PH2 7NG,Yes,56.375195,-3.302559,319650,721083,NO196210,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",61,31,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,19,,S01011956
PH2 7NH,Yes,56.374834,-3.301834,319694,721042,NO196210,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",15,8,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,20,,S01011956
PH2 7NJ,Yes,56.373583,-3.296918,319995,720897,NO199208,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",47,24,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,24,,S01011956
PH2 7NL,Yes,56.375783,-3.288443,320523,721132,NO205211,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",97,37,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,25,,S01011956
PH2 7NN,Yes,56.37886,-3.279365,321090,721464,NO210214,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",41,21,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,24,,S01011957
PH2 7NP,Yes,56.383089,-3.275263,321352,721930,NO213219,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",28,9,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,23,,S01011957
PH2 7NQ,Yes,56.374153,-3.303397,319596,720968,NO195209,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",73,32,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,18,,S01011956
PH2 7NR,Yes,56.389344,-3.281223,320997,722633,NO209226,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",37,15,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,17,,S01011957
PH2 7NS,Yes,56.395889,-3.292103,320339,723374,NO203233,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",27,12,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,37,,S01011957
